restaurant_branch_id,restaurant_branch_name,restaurant_primary_id,restaurant_primary_name,restaurant_zone_id,restaurant_zone_name,city_name,cuisine_name,commission_pct,enabled_disabled,restaurant_onboard_date,is_credit,delivery_by_partner,restaurant_type,chain,account_manager,cuisine,ops_staff,ops_manager,status
10205,Kabab Corner - Millbrook,2055,Kabab Corner,22,Millbrook,Westbridge,"Seafood, Chinese, Chicken, Biryani & Rice",13.3,enabled,2023-05-05,yes,True,restaurant,Kabab Corner,Taylor Price,Seafood,Quinn Ward,Cameron Nash,OPEN
10206,Sushi Circle - Lakeside,2056,Sushi Circle,13,Lakeside,Lakeview,"Desserts, Burger, Chicken, Fast Food",25.0,enabled,2024-10-23,no,True,restaurant,Sushi Circle,Rowan Lee,Desserts,Rowan Diaz,Cameron Nash,CLOSED
10207,Crispy Bucket Chicken - Harbor District,2057,Crispy Bucket Chicken,7,Harbor District,Rivermouth,"Healthy, Biryani & Rice, Fast Food, Breakfast",20.9,enabled,2023-08-08,yes,False,restaurant,Crispy Bucket Chicken,Morgan Kim,Healthy,Jamie Price,Quinn Price,OPEN
10208,Curry Leaf Kitchen - Cultural Quarter,2058,Curry Leaf Kitchen,16,Cultural Quarter,Lakeview,"Breakfast, Seafood, Biryani & Rice",12.8,enabled,2023-05-21,no,True,restaurant,Curry Leaf Kitchen,Emerson Nash,Breakfast,Drew Morgan,Quinn Price,Temporarily Closed
10209,Grand Biryani House - Airport Road,2059,Grand Biryani House,18,Airport Road,Eastport,"Bakery, Biryani & Rice, Seafood, Salad",16.5,enabled,2023-11-26,no,False,restaurant,Grand Biryani House,Rowan Lee,Bakery,Taylor Nguyen,Cameron Nash,OPEN
10210,The Breakfast Table - Business Bay,2060,The Breakfast Table,17,Business Bay,Eastport,"Seafood, Bakery, BBQ",19.6,enabled,2023-06-13,yes,True,restaurant,The Breakfast Table,Sam Ward,Seafood,Sam Foster,Quinn Price,OPEN
10211,Curry Leaf Kitchen - Cultural Quarter,2061,Curry Leaf Kitchen,16,Cultural Quarter,Lakeview,"Breakfast, Salad, Pizza",14.3,enabled,2025-04-05,no,True,restaurant,Curry Leaf Kitchen,Rowan Lee,Breakfast,Taylor Nguyen,Quinn Price,OPEN
10212,Sizzling Grill House - West Common,2062,Sizzling Grill House,21,West Common,Westbridge,"Burger, Pizza, Biryani & Rice, Fast Food",13.2,enabled,2023-08-13,yes,False,restaurant,Sizzling Grill House,Alex Price,Burger,Drew Morgan,Cameron Nash,OPEN
10213,Burger Junction - West Common,2063,Burger Junction,21,West Common,Westbridge,"Fast Food, Pizza",19.6,enabled,2025-03-03,yes,False,mart,Burger Junction,Rowan Lee,Fast Food,Casey Patel,Quinn Price,OPEN
10214,Fresh Greens Salad Bar - Old Town,2064,Fresh Greens Salad Bar,3,Old Town,Rivermouth,"Healthy, BBQ, Coffee & Tea, Biryani & Rice",20.4,enabled,2024-07-29,no,True,restaurant,Fresh Greens Salad Bar,Morgan Kim,Healthy,Casey Patel,Drew Lee,OPEN
10215,Fresh Greens Salad Bar - Central Plaza,2065,Fresh Greens Salad Bar,1,Central Plaza,Rivermouth,"Desserts, Healthy, BBQ, Breakfast",12.4,enabled,2025-04-08,yes,True,shop,Fresh Greens Salad Bar,Morgan Kim,Desserts,Reese Kelly,Quinn Price,OPEN
10216,Sushi Circle - Hill Gardens,2066,Sushi Circle,23,Hill Gardens,Hillcrest,"Breakfast, Chicken, Kebab, Coffee & Tea",20.3,enabled,2024-04-02,yes,False,restaurant,Sushi Circle,Drew Diaz,Breakfast,Reese Kelly,Drew Lee,OPEN
10217,Morning Brew Cafe - Harbor District,2067,Morning Brew Cafe,7,Harbor District,Rivermouth,"Kebab, Healthy, Pizza",23.5,enabled,2024-01-23,no,False,restaurant,Morning Brew Cafe,Jamie Diaz,Kebab,Taylor Nguyen,Quinn Price,OPEN
10218,Curry Leaf Kitchen - Riverside,2068,Curry Leaf Kitchen,2,Riverside,Rivermouth,"Burger, Fast Food",16.1,disabled,2023-03-17,no,True,shop,Curry Leaf Kitchen,Morgan Kim,Burger,Rowan Diaz,Quinn Price,CLOSED
10219,Urban Pizza Co - Downtown,2069,Urban Pizza Co,8,Downtown,Rivermouth,"Fast Food, Healthy, Coffee & Tea, Pizza",19.9,enabled,2023-02-24,yes,False,restaurant,Urban Pizza Co,Taylor Price,Fast Food,Casey Patel,Quinn Price,OPEN
10220,Cloud Nine Bakery - Airport Road,2070,Cloud Nine Bakery,18,Airport Road,Eastport,"Burger, Breakfast, Chinese, Chicken",12.6,enabled,2025-05-10,no,True,restaurant,Cloud Nine Bakery,Taylor Morgan,Burger,Casey Patel,Cameron Nash,OPEN
10221,Charcoal Chicken House - Cultural Quarter,2071,Charcoal Chicken House,16,Cultural Quarter,Lakeview,"Chicken, Fast Food",14.7,enabled,2023-03-25,no,True,restaurant,Charcoal Chicken House,Alex Rivera,Chicken,Reese Brooks,Drew Lee,CLOSED
10222,Milk & Honey Bakery - Harbor District,2072,Milk & Honey Bakery,7,Harbor District,Rivermouth,"Bakery, Healthy",16.8,enabled,2023-09-27,no,False,restaurant,Milk & Honey Bakery,Sam Ward,Bakery,Taylor Nguyen,Cameron Nash,OPEN
10223,Pasta Palace - Lakeside,2073,Pasta Palace,13,Lakeside,Lakeview,"Bakery, BBQ, Seafood, Healthy",24.6,enabled,2024-07-20,yes,False,restaurant,Pasta Palace,Alex Rivera,Bakery,Sam Foster,Quinn Price,OPEN
10224,Cheesy Crust Pizza - Hilltop,2074,Cheesy Crust Pizza,14,Hilltop,Lakeview,"Burger, Chicken, Healthy",23.7,enabled,2024-05-29,yes,True,shop,Cheesy Crust Pizza,Jamie Diaz,Burger,Quinn Ward,Cameron Nash,Temporarily Closed
10225,The Breakfast Table - Central Plaza,2075,The Breakfast Table,1,Central Plaza,Rivermouth,"Chicken, Coffee & Tea, Healthy",14.6,enabled,2023-06-01,no,False,shop,The Breakfast Table,Drew Diaz,Chicken,Rowan Diaz,Drew Lee,OPEN
10226,Grand Biryani House - Market Square,2076,Grand Biryani House,5,Market Square,Rivermouth,"Biryani & Rice, Salad, Fast Food, Kebab",20.1,enabled,2024-03-05,yes,False,restaurant,Grand Biryani House,Alex Price,Biryani & Rice,Taylor Nguyen,Quinn Price,OPEN
10227,Spice Route Kitchen - Hill Gardens,2077,Spice Route Kitchen,23,Hill Gardens,Hillcrest,"Salad, Seafood, Bakery",23.4,enabled,2024-11-01,no,False,restaurant,Spice Route Kitchen,Sam Ward,Salad,Casey Patel,Cameron Nash,OPEN
10228,Charcoal Chicken House - Lakeside,2078,Charcoal Chicken House,13,Lakeside,Lakeview,"Breakfast, Bakery, Kebab",15.1,enabled,2023-10-03,no,True,restaurant,Charcoal Chicken House,Sam Ward,Breakfast,Riley Bennett,Drew Lee,OPEN
10229,Smokehouse BBQ - Lakeside,2079,Smokehouse BBQ,13,Lakeside,Lakeview,"Pizza, Burger",24.7,enabled,2025-04-25,no,False,restaurant,Smokehouse BBQ,Alex Price,Pizza,Rowan Diaz,Cameron Nash,OPEN
10230,Cloud Nine Bakery - Millbrook,2080,Cloud Nine Bakery,22,Millbrook,Westbridge,"BBQ, Seafood, Bakery",22.7,enabled,2023-06-12,yes,False,restaurant,Cloud Nine Bakery,Alex Rivera,BBQ,Quinn Ward,Quinn Price,OPEN
10231,Golden Wok - Tech Park,2081,Golden Wok,4,Tech Park,Rivermouth,"Chinese, Fast Food",17.9,enabled,2024-12-22,yes,False,restaurant,Golden Wok,Jamie Diaz,Chinese,Sam Foster,Drew Lee,OPEN
10232,Spice Route Kitchen - Hilltop,2082,Spice Route Kitchen,14,Hilltop,Lakeview,"Biryani & Rice, Desserts, Breakfast",14.3,enabled,2024-08-23,no,False,restaurant,Spice Route Kitchen,Sam Ward,Biryani & Rice,Rowan Diaz,Drew Lee,OPEN
10233,Crispy Bucket Chicken - Tech Park,2083,Crispy Bucket Chicken,4,Tech Park,Rivermouth,"Coffee & Tea, Chinese",20.8,enabled,2024-02-24,yes,True,restaurant,Crispy Bucket Chicken,Morgan Kim,Coffee & Tea,Quinn Ward,Quinn Price,OPEN
10234,Curry Leaf Kitchen - Market Square,2084,Curry Leaf Kitchen,5,Market Square,Rivermouth,"Kebab, Coffee & Tea, Burger, Healthy",23.6,enabled,2024-04-15,no,True,restaurant,Curry Leaf Kitchen,Emerson Nash,Kebab,Taylor Nguyen,Drew Lee,OPEN
10235,Golden Wok - Garden City,2085,Golden Wok,11,Garden City,Northgate,"Coffee & Tea, Desserts, Salad, Burger",15.9,enabled,2023-03-07,no,False,restaurant,Golden Wok,Sam Ward,Coffee & Tea,Riley Bennett,Quinn Price,OPEN
10236,Lotus Garden Chinese - Hilltop,2086,Lotus Garden Chinese,14,Hilltop,Lakeview,"Seafood, BBQ",15.1,enabled,2025-05-27,no,False,restaurant,Lotus Garden Chinese,Taylor Morgan,Seafood,Reese Brooks,Drew Lee,OPEN
10237,Steam Bowl Asian Kitchen - Green Park,2087,Steam Bowl Asian Kitchen,9,Green Park,Northgate,"Kebab, Desserts, Chinese, Bakery",21.4,enabled,2024-07-01,no,False,restaurant,Steam Bowl Asian Kitchen,Morgan Kim,Kebab,Sam Foster,Cameron Nash,OPEN
10238,Cheesy Crust Pizza - Market Square,2088,Cheesy Crust Pizza,5,Market Square,Rivermouth,"BBQ, Seafood, Breakfast, Pizza",24.3,enabled,2024-11-01,yes,True,restaurant,Cheesy Crust Pizza,Sam Ward,BBQ,Casey Patel,Drew Lee,OPEN
10239,Coastal Seafood Grill - Riverside,2089,Coastal Seafood Grill,2,Riverside,Rivermouth,"Fast Food, Salad, Coffee & Tea",19.6,disabled,2023-03-14,no,True,restaurant,Coastal Seafood Grill,Alex Rivera,Fast Food,Sam Foster,Drew Lee,OPEN
10240,Smokehouse BBQ - Residential Heights,2090,Smokehouse BBQ,20,Residential Heights,Westbridge,"Bakery, Healthy",24.8,enabled,2024-04-13,yes,False,shop,Smokehouse BBQ,Morgan Kim,Bakery,Rowan Diaz,Drew Lee,OPEN
10241,Burger Junction - Central Plaza,2091,Burger Junction,1,Central Plaza,Rivermouth,"Biryani & Rice, Burger",14.7,enabled,2024-08-13,yes,False,restaurant,Burger Junction,Drew Diaz,Biryani & Rice,Quinn Ward,Quinn Price,OPEN
10242,Steam Bowl Asian Kitchen - Industrial Zone,2092,Steam Bowl Asian Kitchen,12,Industrial Zone,Northgate,"Fast Food, Breakfast, Seafood",14.6,enabled,2023-01-15,no,True,restaurant,Steam Bowl Asian Kitchen,Taylor Morgan,Fast Food,Drew Morgan,Cameron Nash,OPEN
10243,Sushi Circle - Riverside,2093,Sushi Circle,2,Riverside,Rivermouth,"Seafood, Desserts, Burger",14.2,enabled,2023-11-02,no,False,restaurant,Sushi Circle,Alex Price,Seafood,Sam Foster,Drew Lee,OPEN
10244,Charcoal Chicken House - North Ridge,2094,Charcoal Chicken House,24,North Ridge,Hillcrest,"Bakery, BBQ, Chinese",14.1,enabled,2025-04-11,no,True,restaurant,Charcoal Chicken House,Morgan Kim,Bakery,Drew Morgan,Quinn Price,OPEN
10245,Rice & Spice - Uptown,2095,Rice & Spice,6,Uptown,Rivermouth,"Coffee & Tea, BBQ, Fast Food, Healthy",23.4,enabled,2024-07-01,yes,True,restaurant,Rice & Spice,Taylor Morgan,Coffee & Tea,Jamie Price,Quinn Price,OPEN
10246,Firehouse Wings - Market Square,2096,Firehouse Wings,5,Market Square,Rivermouth,"Kebab, Pizza, Chinese",21.0,enabled,2023-11-05,no,True,restaurant,Firehouse Wings,Sam Ward,Kebab,Taylor Nguyen,Quinn Price,OPEN
10247,Steam Bowl Asian Kitchen - Residential Heights,2097,Steam Bowl Asian Kitchen,20,Residential Heights,Westbridge,"Kebab, Desserts, Chicken, Burger",13.5,enabled,2023-07-23,yes,False,restaurant,Steam Bowl Asian Kitchen,Taylor Price,Kebab,Reese Kelly,Quinn Price,OPEN
10248,Burger Junction - Downtown,2098,Burger Junction,8,Downtown,Rivermouth,"Kebab, Biryani & Rice",16.3,enabled,2024-11-18,yes,True,restaurant,Burger Junction,Jamie Diaz,Kebab,Quinn Ward,Cameron Nash,OPEN
10249,Urban Pizza Co - Business Bay,2099,Urban Pizza Co,17,Business Bay,Eastport,"Coffee & Tea, Chinese, Biryani & Rice",24.9,enabled,2024-04-20,yes,True,restaurant,Urban Pizza Co,Taylor Morgan,Coffee & Tea,Riley Bennett,Drew Lee,OPEN
10250,Taco Fiesta - Green Park,2100,Taco Fiesta,9,Green Park,Northgate,"Salad, BBQ",23.6,enabled,2023-05-22,yes,False,restaurant,Taco Fiesta,Jamie Diaz,Salad,Taylor Nguyen,Drew Lee,OPEN
10251,Urban Pizza Co - Uptown,2101,Urban Pizza Co,6,Uptown,Rivermouth,"Chicken, Healthy",17.2,enabled,2025-05-05,no,False,restaurant,Urban Pizza Co,Morgan Kim,Chicken,Rowan Diaz,Cameron Nash,OPEN
10252,Crispy Bucket Chicken - Hill Gardens,2102,Crispy Bucket Chicken,23,Hill Gardens,Hillcrest,"Healthy, Desserts",18.3,enabled,2024-03-24,yes,False,restaurant,Crispy Bucket Chicken,Alex Price,Healthy,Jamie Price,Quinn Price,OPEN
10253,Morning Brew Cafe - Hill Gardens,2103,Morning Brew Cafe,23,Hill Gardens,Hillcrest,"Breakfast, Biryani & Rice, Chicken",23.5,enabled,2023-03-06,no,False,restaurant,Morning Brew Cafe,Emerson Nash,Breakfast,Taylor Nguyen,Quinn Price,OPEN
10254,Charcoal Chicken House - Millbrook,2104,Charcoal Chicken House,22,Millbrook,Westbridge,"Kebab, Breakfast, Desserts, Chicken",17.6,enabled,2024-05-08,no,False,restaurant,Charcoal Chicken House,Emerson Nash,Kebab,Taylor Nguyen,Cameron Nash,OPEN
10255,Cloud Nine Bakery - Downtown,2105,Cloud Nine Bakery,8,Downtown,Rivermouth,"Salad, Pizza, Chicken",21.8,enabled,2023-12-05,no,True,restaurant,Cloud Nine Bakery,Emerson Nash,Salad,Casey Patel,Drew Lee,OPEN
10256,Urban Pizza Co - Industrial Zone,2106,Urban Pizza Co,12,Industrial Zone,Northgate,"Salad, Biryani & Rice",17.8,enabled,2024-05-24,yes,True,restaurant,Urban Pizza Co,Taylor Morgan,Salad,Sam Foster,Quinn Price,OPEN
10257,Urban Pizza Co - Stadium Area,2107,Urban Pizza Co,19,Stadium Area,Eastport,"Burger, Seafood, Salad, Chinese",20.5,enabled,2023-12-16,no,True,restaurant,Urban Pizza Co,Jamie Diaz,Burger,Reese Kelly,Quinn Price,OPEN
10258,Sweet Tooth Desserts - Garden City,2108,Sweet Tooth Desserts,11,Garden City,Northgate,"Biryani & Rice, Chicken, Salad, Coffee & Tea",14.9,enabled,2025-04-29,no,False,restaurant,Sweet Tooth Desserts,Taylor Morgan,Biryani & Rice,Quinn Ward,Drew Lee,OPEN
10259,Pasta Palace - Airport Road,2109,Pasta Palace,18,Airport Road,Eastport,"Burger, Desserts",14.5,enabled,2025-05-22,no,True,restaurant,Pasta Palace,Taylor Price,Burger,Reese Kelly,Cameron Nash,OPEN
10260,Crispy Bucket Chicken - Hill Gardens,2110,Crispy Bucket Chicken,23,Hill Gardens,Hillcrest,"Biryani & Rice, Coffee & Tea, Desserts",24.4,enabled,2024-05-25,yes,True,restaurant,Crispy Bucket Chicken,Alex Rivera,Biryani & Rice,Taylor Nguyen,Drew Lee,CLOSED
10261,Royal Kebab House - Hill Gardens,2111,Royal Kebab House,23,Hill Gardens,Hillcrest,"Desserts, Pizza, Kebab, Salad",13.3,enabled,2024-09-12,no,False,restaurant,Royal Kebab House,Alex Price,Desserts,Drew Morgan,Drew Lee,OPEN
10262,Taco Fiesta - North Ridge,2112,Taco Fiesta,24,North Ridge,Hillcrest,"Pizza, Healthy",19.8,enabled,2024-06-08,no,False,restaurant,Taco Fiesta,Emerson Nash,Pizza,Drew Morgan,Cameron Nash,OPEN
10263,Pasta Palace - Uptown,2113,Pasta Palace,6,Uptown,Rivermouth,"Pizza, Kebab, Coffee & Tea, Breakfast",18.6,enabled,2023-11-27,yes,False,restaurant,Pasta Palace,Alex Price,Pizza,Taylor Nguyen,Quinn Price,OPEN
10264,Charcoal Chicken House - Stadium Area,2114,Charcoal Chicken House,19,Stadium Area,Eastport,"Breakfast, Salad, Healthy",22.5,enabled,2023-01-26,no,True,restaurant,Charcoal Chicken House,Taylor Morgan,Breakfast,Drew Morgan,Drew Lee,OPEN
10265,Burger Junction - North Ridge,2115,Burger Junction,24,North Ridge,Hillcrest,"Salad, Fast Food",21.0,enabled,2025-02-10,yes,False,restaurant,Burger Junction,Drew Diaz,Salad,Taylor Nguyen,Quinn Price,OPEN
10266,Smokehouse BBQ - Harbor District,2116,Smokehouse BBQ,7,Harbor District,Rivermouth,"Seafood, BBQ",22.4,enabled,2024-12-10,yes,False,restaurant,Smokehouse BBQ,Rowan Lee,Seafood,Sam Foster,Cameron Nash,OPEN
10267,Milk & Honey Bakery - Downtown,2117,Milk & Honey Bakery,8,Downtown,Rivermouth,"Breakfast, Coffee & Tea",21.2,enabled,2025-02-12,yes,True,restaurant,Milk & Honey Bakery,Morgan Kim,Breakfast,Rowan Diaz,Cameron Nash,Temporarily Closed
10268,Morning Brew Cafe - Industrial Zone,2118,Morning Brew Cafe,12,Industrial Zone,Northgate,"Healthy, Burger",19.2,enabled,2024-08-21,no,True,restaurant,Morning Brew Cafe,Morgan Kim,Healthy,Jamie Price,Cameron Nash,CLOSED
10269,Sweet Tooth Desserts - Market Square,2119,Sweet Tooth Desserts,5,Market Square,Rivermouth,"BBQ, Desserts, Seafood",16.7,enabled,2023-11-22,yes,True,restaurant,Sweet Tooth Desserts,Emerson Nash,BBQ,Quinn Ward,Drew Lee,OPEN
10270,Kabab Corner - Tech Park,2120,Kabab Corner,4,Tech Park,Rivermouth,"Coffee & Tea, Bakery",16.3,enabled,2025-02-09,no,True,restaurant,Kabab Corner,Rowan Lee,Coffee & Tea,Reese Brooks,Cameron Nash,CLOSED
10271,Sweet Tooth Desserts - Residential Heights,2121,Sweet Tooth Desserts,20,Residential Heights,Westbridge,"Coffee & Tea, Bakery",17.0,enabled,2023-04-27,no,False,restaurant,Sweet Tooth Desserts,Sam Ward,Coffee & Tea,Jamie Price,Quinn Price,OPEN
10272,Sushi Circle - Industrial Zone,2122,Sushi Circle,12,Industrial Zone,Northgate,"Fast Food, Burger, Coffee & Tea",14.5,enabled,2023-04-09,yes,True,restaurant,Sushi Circle,Taylor Price,Fast Food,Drew Morgan,Quinn Price,OPEN
10273,Spice Route Kitchen - Harbor District,2123,Spice Route Kitchen,7,Harbor District,Rivermouth,"Salad, Chicken, Kebab, Coffee & Tea",14.0,enabled,2023-12-06,yes,True,restaurant,Spice Route Kitchen,Morgan Kim,Salad,Riley Bennett,Quinn Price,OPEN
10274,Green Bowl Healthy Eats - Market Square,2124,Green Bowl Healthy Eats,5,Market Square,Rivermouth,"Healthy, Biryani & Rice, Coffee & Tea",17.3,enabled,2024-02-03,yes,True,restaurant,Green Bowl Healthy Eats,Alex Price,Healthy,Rowan Diaz,Quinn Price,OPEN
10275,Pasta Palace - West Common,2125,Pasta Palace,21,West Common,Westbridge,"Chicken, Burger, BBQ, Coffee & Tea",15.9,enabled,2025-02-22,no,False,restaurant,Pasta Palace,Taylor Morgan,Chicken,Reese Brooks,Cameron Nash,OPEN
10276,Noodle House Express - Stadium Area,2126,Noodle House Express,19,Stadium Area,Eastport,"Coffee & Tea, Pizza, Burger",20.8,enabled,2025-03-25,no,True,restaurant,Noodle House Express,Emerson Nash,Coffee & Tea,Quinn Ward,Cameron Nash,OPEN
10277,Coastal Seafood Grill - Lakeside,2127,Coastal Seafood Grill,13,Lakeside,Lakeview,"Chinese, Kebab, Salad",23.7,enabled,2024-02-27,yes,True,restaurant,Coastal Seafood Grill,Alex Price,Chinese,Riley Bennett,Cameron Nash,OPEN
10278,Charcoal Chicken House - Business Bay,2128,Charcoal Chicken House,17,Business Bay,Eastport,"Biryani & Rice, Coffee & Tea, Seafood, Chicken",15.8,enabled,2023-04-11,yes,False,mart,Charcoal Chicken House,Rowan Lee,Biryani & Rice,Quinn Ward,Quinn Price,OPEN
10279,Spice Route Kitchen - Riverside,2129,Spice Route Kitchen,2,Riverside,Rivermouth,"Bakery, Biryani & Rice",17.9,enabled,2023-11-10,yes,False,restaurant,Spice Route Kitchen,Alex Rivera,Bakery,Quinn Ward,Cameron Nash,OPEN
10280,The Breakfast Table - Harbor District,2130,The Breakfast Table,7,Harbor District,Rivermouth,"Salad, Bakery, Pizza",20.8,enabled,2024-05-06,no,False,restaurant,The Breakfast Table,Sam Ward,Salad,Reese Brooks,Quinn Price,OPEN
10281,Rolls & Wraps Co - Sunset Boulevard,2131,Rolls & Wraps Co,15,Sunset Boulevard,Lakeview,"Breakfast, Seafood",14.6,enabled,2024-10-03,yes,True,shop,Rolls & Wraps Co,Emerson Nash,Breakfast,Jamie Price,Quinn Price,OPEN
10282,Royal Kebab House - Lakeside,2132,Royal Kebab House,13,Lakeside,Lakeview,"Burger, Seafood, Salad, Biryani & Rice",20.5,enabled,2024-02-06,yes,False,restaurant,Royal Kebab House,Emerson Nash,Burger,Sam Foster,Cameron Nash,OPEN
10283,Rice & Spice - Tech Park,2133,Rice & Spice,4,Tech Park,Rivermouth,"Coffee & Tea, Pizza, BBQ, Seafood",13.8,enabled,2024-08-02,yes,False,shop,Rice & Spice,Taylor Morgan,Coffee & Tea,Drew Morgan,Drew Lee,OPEN
10284,Milk & Honey Bakery - Central Plaza,2134,Milk & Honey Bakery,1,Central Plaza,Rivermouth,"Chinese, Seafood, BBQ, Bakery",17.0,enabled,2023-02-17,yes,False,restaurant,Milk & Honey Bakery,Emerson Nash,Chinese,Riley Bennett,Quinn Price,OPEN
10285,Grand Biryani House - Cultural Quarter,2135,Grand Biryani House,16,Cultural Quarter,Lakeview,"Healthy, Bakery, Desserts, Coffee & Tea",23.7,enabled,2023-09-15,no,True,restaurant,Grand Biryani House,Rowan Lee,Healthy,Reese Kelly,Drew Lee,OPEN
10286,Lotus Garden Chinese - Hilltop,2136,Lotus Garden Chinese,14,Hilltop,Lakeview,"Pizza, Chinese, Chicken",18.7,enabled,2023-06-03,yes,True,restaurant,Lotus Garden Chinese,Drew Diaz,Pizza,Drew Morgan,Drew Lee,OPEN
10287,Morning Brew Cafe - Downtown,2137,Morning Brew Cafe,8,Downtown,Rivermouth,"Chinese, Desserts, Pizza",20.4,enabled,2023-09-07,yes,True,restaurant,Morning Brew Cafe,Morgan Kim,Chinese,Quinn Ward,Quinn Price,OPEN
10288,Lotus Garden Chinese - Lakeside,2138,Lotus Garden Chinese,13,Lakeside,Lakeview,"Burger, Pizza",18.7,enabled,2024-07-31,yes,False,shop,Lotus Garden Chinese,Taylor Price,Burger,Reese Brooks,Quinn Price,Temporarily Closed
10289,Smokehouse BBQ - University Area,2139,Smokehouse BBQ,10,University Area,Northgate,"Desserts, Pizza, BBQ",19.6,enabled,2024-09-30,no,True,restaurant,Smokehouse BBQ,Rowan Lee,Desserts,Reese Brooks,Quinn Price,OPEN
10290,Curry Leaf Kitchen - Old Town,2140,Curry Leaf Kitchen,3,Old Town,Rivermouth,"Fast Food, Chinese",18.8,enabled,2024-12-01,no,True,restaurant,Curry Leaf Kitchen,Morgan Kim,Fast Food,Reese Brooks,Quinn Price,OPEN
10291,Lotus Garden Chinese - Stadium Area,2141,Lotus Garden Chinese,19,Stadium Area,Eastport,"Chicken, Biryani & Rice",20.6,enabled,2024-07-06,yes,False,restaurant,Lotus Garden Chinese,Rowan Lee,Chicken,Jamie Price,Quinn Price,OPEN
10292,Curry Leaf Kitchen - North Ridge,2142,Curry Leaf Kitchen,24,North Ridge,Hillcrest,"Bakery, Desserts, BBQ",21.6,enabled,2024-12-14,yes,False,restaurant,Curry Leaf Kitchen,Jamie Diaz,Bakery,Drew Morgan,Cameron Nash,OPEN
10293,Lotus Garden Chinese - Garden City,2143,Lotus Garden Chinese,11,Garden City,Northgate,"Fast Food, Kebab",21.7,enabled,2024-06-19,yes,True,restaurant,Lotus Garden Chinese,Taylor Price,Fast Food,Reese Kelly,Drew Lee,OPEN
10294,Noodle House Express - Garden City,2144,Noodle House Express,11,Garden City,Northgate,"Salad, Seafood, Healthy",19.3,enabled,2024-11-27,no,True,restaurant,Noodle House Express,Emerson Nash,Salad,Reese Brooks,Cameron Nash,OPEN
10295,Grand Biryani House - Garden City,2145,Grand Biryani House,11,Garden City,Northgate,"Bakery, BBQ, Kebab, Healthy",21.6,enabled,2024-11-06,yes,True,restaurant,Grand Biryani House,Morgan Kim,Bakery,Rowan Diaz,Cameron Nash,OPEN
10296,The Breakfast Table - Central Plaza,2146,The Breakfast Table,1,Central Plaza,Rivermouth,"Healthy, Coffee & Tea",12.1,enabled,2023-05-29,no,False,restaurant,The Breakfast Table,Sam Ward,Healthy,Drew Morgan,Drew Lee,OPEN
10297,Crispy Bucket Chicken - Airport Road,2147,Crispy Bucket Chicken,18,Airport Road,Eastport,"Coffee & Tea, Seafood, Burger, Kebab",24.5,enabled,2025-03-03,yes,False,restaurant,Crispy Bucket Chicken,Taylor Price,Coffee & Tea,Sam Foster,Drew Lee,OPEN
10298,The Breakfast Table - Hilltop,2148,The Breakfast Table,14,Hilltop,Lakeview,"Pizza, Coffee & Tea, Fast Food, Bakery",15.1,enabled,2023-06-11,yes,False,restaurant,The Breakfast Table,Rowan Lee,Pizza,Casey Patel,Drew Lee,OPEN
10299,Rice & Spice - Riverside,2149,Rice & Spice,2,Riverside,Rivermouth,"Seafood, Burger",21.4,enabled,2024-08-19,no,False,mart,Rice & Spice,Sam Ward,Seafood,Drew Morgan,Quinn Price,Temporarily Closed
10300,Firehouse Wings - Hill Gardens,2000,Firehouse Wings,23,Hill Gardens,Hillcrest,"Pizza, Healthy, Seafood",13.4,enabled,2023-10-29,no,True,restaurant,Firehouse Wings,Sam Ward,Pizza,Sam Foster,Quinn Price,OPEN
10301,Firehouse Wings - North Ridge,2001,Firehouse Wings,24,North Ridge,Hillcrest,"BBQ, Bakery",24.5,enabled,2024-04-16,yes,False,restaurant,Firehouse Wings,Drew Diaz,BBQ,Casey Patel,Quinn Price,OPEN
10302,Curry Leaf Kitchen - Hilltop,2002,Curry Leaf Kitchen,14,Hilltop,Lakeview,"Healthy, Bakery, Seafood",19.0,enabled,2023-09-27,yes,False,restaurant,Curry Leaf Kitchen,Rowan Lee,Healthy,Rowan Diaz,Quinn Price,CLOSED
10303,Cheesy Crust Pizza - Tech Park,2003,Cheesy Crust Pizza,4,Tech Park,Rivermouth,"Burger, Pizza, Kebab, Coffee & Tea",24.1,enabled,2025-01-24,yes,True,restaurant,Cheesy Crust Pizza,Sam Ward,Burger,Drew Morgan,Cameron Nash,OPEN
10304,Curry Leaf Kitchen - West Common,2004,Curry Leaf Kitchen,21,West Common,Westbridge,"BBQ, Chicken",13.6,enabled,2024-11-10,no,True,restaurant,Curry Leaf Kitchen,Emerson Nash,BBQ,Jamie Price,Drew Lee,OPEN
10305,Taco Fiesta - Garden City,2005,Taco Fiesta,11,Garden City,Northgate,"Pizza, BBQ, Seafood",15.6,enabled,2024-08-13,yes,True,restaurant,Taco Fiesta,Alex Rivera,Pizza,Reese Brooks,Quinn Price,OPEN
10306,Sushi Circle - Old Town,2006,Sushi Circle,3,Old Town,Rivermouth,"Chicken, Kebab, Seafood",18.0,enabled,2023-01-13,yes,False,restaurant,Sushi Circle,Rowan Lee,Chicken,Reese Kelly,Quinn Price,OPEN
10307,Burger Junction - University Area,2007,Burger Junction,10,University Area,Northgate,"Biryani & Rice, Desserts, Bakery",16.8,enabled,2023-08-04,no,False,restaurant,Burger Junction,Alex Rivera,Biryani & Rice,Riley Bennett,Drew Lee,OPEN
